,Marca,Modelo,Descrição,Valor,texto_embedding_melhorado,categoria_identificada
391,MICHAEL,BAIXOLÃO ELÉTRICO - BM401 DT,"Baixolão jumbo elétrico cutaway, tampo em Spruce, laterais e fundo em Mahogany, braço em Natowood, escudo tipo gota, filetes em ABS, equalizador Michael de 4 bandas com afinador cromático (visor LCD, botão de phase, controles de volume, graves, médios, agudos e presença), saídas PIO/XLR (balanceada), encordoamento bronze (Q40-.095) e tensor Dual Action. Cores: Natural Satin (ST), Satin Honey (SH) e Natural (NA).",814.0999999999999,"CATEGORIA: OUTROS | MARCA: MICHAEL | MODELO: BAIXOLÃO ELÉTRICO   BM401 DT | ESPECIFICACOES: MATERIAL: AÇO | RECURSOS: XLR | DESCRICAO: Baixolão jumbo elétrico cutaway, tampo em Spruce, laterais e fundo em Mahogany, braço em Natowood, escudo tipo gota, filetes em ABS, equalizador Michael de 4 bandas com afinador cromático (visor LCD, botão de phase, controles de volume, graves, médios, agudos e presença), saídas PIO/XLR (balanceada), encordoamento bronze (Q40-.095) e tensor Dual Action. Cores: Natural Satin (ST), Satin Honey (SH) e Natural (NA).",OUTROS
392,MICHAEL,CONTRABAIXO ELÉTRICO JAZZ BASS (4 CORDAS) - BM607N,"Contrabaixo Jazz Bass, corpo em Bass- wood, braço em Hard Maple, tarravas cromadas Jazz Bass, sistema de cap- tação passivo, 2 captadores Single Coil, 2 controles de volume e 1tone, 4 cordas, 20 trastes Extra Jumbo, tensor Dual Action e marcadores de escala Dot. Cores: Black (BK), Black Tortoise (BT) e Sunburst Black (SK).",819.0,"CATEGORIA: OUTROS | MARCA: MICHAEL | MODELO: CONTRABAIXO ELÉTRICO JAZZ BASS  4 CORDAS    BM607N | ESPECIFICACOES: MATERIAL: AÇO | RECURSOS: BLUETOOTH | DESCRICAO: Contrabaixo Jazz Bass, corpo em Bass- wood, braço em Hard Maple, tarravas cromadas Jazz Bass, sistema de cap- tação passivo, 2 captadores Single Coil, 2 controles de volume e 1tone, 4 cordas, 20 trastes Extra Jumbo, tensor Dual Action e marcadores de escala Dot. Cores: Black (BK), Black Tortoise (BT) e Sunburst Black (SK).",OUTROS
393,MICHAEL,FLAUTA TRANSVERSAL LINHA ESSENCE - WFLM30N,"Flauta Transversal, afinação C (Dó), mecanismo G (Sol) Off-Set / E (Mi) mecânico, extensão da escala pé de C (Dó), bocal reto, acabamento niquelado, agulha de afinação, kit de limpeza e case.",825.3,"CATEGORIA: OUTROS | MARCA: MICHAEL | MODELO: FLAUTA TRANSVERSAL LINHA ESSENCE   WFLM30N | DESCRICAO: Flauta Transversal, afinação C (Dó), mecanismo G (Sol) Off-Set / E (Mi) mecânico, extensão da escala pé de C (Dó), bocal reto, acabamento niquelado, agulha de afinação, kit de limpeza e case.",OUTROS
394,MICHAEL,Glockenspiel de marcha - DGM230,"Glockenspiel de marcha com 30 teclas em alunínio, 2 1/2 de oitavas G5 - C8, colete confeccionado em alumínio naval leve com o ombreiras e apoio abdominal acolchoados com borracha/espuma E.V.A. Bônus: par de baquetas com cabo em ABS e ponta em polipropileno.",868.6999999999999,"CATEGORIA: CABO_CONECTOR | MARCA: MICHAEL | MODELO: GLOCKENSPIEL DE MARCHA   DGM230 | ESPECIFICACOES: MATERIAL: BORRACHA ALUMÍNIO | DESCRICAO: Glockenspiel de marcha com 30 teclas em alunínio, 2 1/2 de oitavas G5 - C8, colete confeccionado em alumínio naval leve com o ombreiras e apoio abdominal acolchoados com borracha/espuma E.V.A. Bônus: par de baquetas com cabo em ABS e ponta em polipropileno.",CABO_CONECTOR
395,MICHAEL,LINHA TRADICIONAL - VAM40,"Viola 42cm Tradicional, acabamento de Verniz Translúcido Avermelhado, tampo de Spruce (Abeto) maciço, faixas e fundo de Maple, 4 microafinadores e filete de madeira encrustado nas bordas. Acessórios: Estojo térmico, breu e 1 arco de crina animal.",869.4,"CATEGORIA: PELE | MARCA: MICHAEL | MODELO: LINHA TRADICIONAL   VAM40 | ESPECIFICACOES: DIMENSAO: 42 | MATERIAL: MADEIRA | PELE_TIPO: ANIMAL | DESCRICAO: Viola 42cm Tradicional, acabamento de Verniz Translúcido Avermelhado, tampo de Spruce (Abeto) maciço, faixas e fundo de Maple, 4 microafinadores e filete de madeira encrustado nas bordas. Acessórios: Estojo térmico, breu e 1 arco de crina animal.",PELE
396,MICHAEL,CORNETÃO EM F - WCTMF,"Cornetão em Fá (F), Afinação em F, Acabamento niquelado, Campana Ø207mm, Calibre Ø12,70mm. Acompanha: Bag, luva flanela e bocal prateado Michael",872.9,"CATEGORIA: OUTROS | MARCA: MICHAEL | MODELO: CORNETÃO EM F   WCTMF | ESPECIFICACOES: DIMENSAO: 207 70 | DESCRICAO: Cornetão em Fá (F), Afinação em F, Acabamento niquelado, Campana Ø207mm, Calibre Ø12,70mm. Acompanha: Bag, luva flanela e bocal prateado Michael",OUTROS
397,MICHAEL,CORNETÃO EM Eb - WCTMEB,"Cornetão em Mib (Eb), Afinação em Eb, Acabamento niquelado, Campana Ø207mm, Calibre Ø12,70mm. Acompanha: Bag, luva flanela e bocal prateado Michael",872.9,"CATEGORIA: OUTROS | MARCA: MICHAEL | MODELO: CORNETÃO EM EB   WCTMEB | ESPECIFICACOES: DIMENSAO: 207 70 | DESCRICAO: Cornetão em Mib (Eb), Afinação em Eb, Acabamento niquelado, Campana Ø207mm, Calibre Ø12,70mm. Acompanha: Bag, luva flanela e bocal prateado Michael",OUTROS
398,MICHAEL,CORNETÃO EM Bb - WCTMBB,"Cornetão em Sib (Bb), Afinação em Sib, Acabamento niquelado, Campana Ø207mm, Calibre Ø12,70mm. Acompanha: Bag, luva flanela e bocal prateado Michael",872.9,"CATEGORIA: OUTROS | MARCA: MICHAEL | MODELO: CORNETÃO EM BB   WCTMBB | ESPECIFICACOES: DIMENSAO: 207 70 | DESCRICAO: Cornetão em Sib (Bb), Afinação em Sib, Acabamento niquelado, Campana Ø207mm, Calibre Ø12,70mm. Acompanha: Bag, luva flanela e bocal prateado Michael",OUTROS
399,MICHAEL,Glockenspiel de marcha - DGM232,"Glockenspiel de marcha com 32 teclas em alumínio, 2 oitavas F5 - C8, colete confeccionado em alumínio naval leve com o ombreiras e apoio abdominal acolchoados com borracha/espuma E.V.A. Bônus: par de baquetas com cabo em ABS e ponta em polipropileno.",901.5999999999999,"CATEGORIA: CABO_CONECTOR | MARCA: MICHAEL | MODELO: GLOCKENSPIEL DE MARCHA   DGM232 | ESPECIFICACOES: MATERIAL: BORRACHA ALUMÍNIO | DESCRICAO: Glockenspiel de marcha com 32 teclas em alumínio, 2 oitavas F5 - C8, colete confeccionado em alumínio naval leve com o ombreiras e apoio abdominal acolchoados com borracha/espuma E.V.A. Bônus: par de baquetas com cabo em ABS e ponta em polipropileno.",CABO_CONECTOR
400,MICHAEL,CONTRABAIXO ELÉTRICO MODERN BASS MUSIC MAN (5 CORDAS) - BM705N,"Contrabaixo Modern Bass Music Man, corpo em Basswood, braço em Hard Maple, captador Open Humbucker, circuito passivo, controles de volume, blender e tone, 21 trastes Extra Jumbo, tarravas Open Gear cromadas, 5 cordas (Q40 -125), tensor Dual Action e marcadores de escala Dot. Cores: Metallic Black (MBK), Vintage Sunburst (VS).",909.9999999999999,"CATEGORIA: TALABARTE | MARCA: MICHAEL | MODELO: CONTRABAIXO ELÉTRICO MODERN BASS MUSIC MAN  5 CORDAS    BM705N | ESPECIFICACOES: MATERIAL: AÇO | DESCRICAO: Contrabaixo Modern Bass Music Man, corpo em Basswood, braço em Hard Maple, captador Open Humbucker, circuito passivo, controles de volume, blender e tone, 21 trastes Extra Jumbo, tarravas Open Gear cromadas, 5 cordas (Q40 -125), tensor Dual Action e marcadores de escala Dot. Cores: Metallic Black (MBK), Vintage Sunburst (VS).",TALABARTE
401,MICHAEL,Bumbo de Marcha - DBM2014,"Bumbo de marcha com colete, medida 20""x14"", com aço de metal, peles batedeira em poliester com espessura de 250 (micro), fuste em madeira, parafusos de afinação cromados presos a canoas internas, 08 parafusos de afinação, colete confeccionado com alumínio e várias regulagens de altura e inclinação. Bónus: Chave de afinação e 2 (duas) maçanetas de pelúcia. Opcional: Bag em nylon, com acolchoamento interno.",916.3,"CATEGORIA: BAQUETA | MARCA: MICHAEL | MODELO: BUMBO DE MARCHA   DBM2014 | ESPECIFICACOES: POLEGADAS: 20 14 | MATERIAL: MADEIRA NYLON AÇO | DESCRICAO: Bumbo de marcha com colete, medida 20""x14"", com aço de metal, peles batedeira em poliester com espessura de 250 (micro), fuste em madeira, parafusos de afinação cromados presos a canoas internas, 08 parafusos de afinação, colete confeccionado com alumínio e várias regulagens de altura e inclinação. Bónus: Chave de afinação e 2 (duas) maçanetas de pelúcia. Opcional: Bag em nylon, com acolchoamento interno.",BAQUETA
402,MICHAEL,CONTRABAIXO ELÉTRICO JAZZ BASS (5 CORDAS) - BMJ500,"Contrabaixo Jazz Bass, corpo em Basswood, braço em Hard Maple, Escala em Blackwood/Maple, Tarravas cromadas Open-gear; sistema de captação passivo, 2 captadores Single Coil, 2 controles de volumes e 1Tone, 5 cordas, 20 trastes Extra-Jumbo, tensor Dual Action e marcadores de escala Dot. Cores: Cream (CR), Black Sunburst (SK) e Black (BK).",918.4,"CATEGORIA: OUTROS | MARCA: MICHAEL | MODELO: CONTRABAIXO ELÉTRICO JAZZ BASS  5 CORDAS    BMJ500 | ESPECIFICACOES: MATERIAL: AÇO | DESCRICAO: Contrabaixo Jazz Bass, corpo em Basswood, braço em Hard Maple, Escala em Blackwood/Maple, Tarravas cromadas Open-gear; sistema de captação passivo, 2 captadores Single Coil, 2 controles de volumes e 1Tone, 5 cordas, 20 trastes Extra-Jumbo, tensor Dual Action e marcadores de escala Dot. Cores: Cream (CR), Black Sunburst (SK) e Black (BK).",OUTROS
403,MICHAEL,FLAUTA TRANSVERSAL LINHA ESSENCE - WFLM32N,"Flauta Transversal, afinação C (Dó), mecanismo G (Sol) Off-Set / E (Mi) mecânico, extensão da escala pé de C (Dó), bocal reto, acabamento prateado, agulha de afinação, kit de limpeza e case.",921.9,"CATEGORIA: OUTROS | MARCA: MICHAEL | MODELO: FLAUTA TRANSVERSAL LINHA ESSENCE   WFLM32N | DESCRICAO: Flauta Transversal, afinação C (Dó), mecanismo G (Sol) Off-Set / E (Mi) mecânico, extensão da escala pé de C (Dó), bocal reto, acabamento prateado, agulha de afinação, kit de limpeza e case.",OUTROS
404,MICHAEL,CONTRABAIXO ELÉTRICO MODERN BASS (4 CORDAS) - BM514N,"Contrabaixo Modern Bass, corpo em Basswood, braço em Hard Maple, escala longa de 34”, 2 captadores Humbucker Soap Bar, circuito ativo, controles de volume, blender, booster e tone, trastes Extra Jumbo, tarravas blindadas cromadas, 4 cordas (Q.45 - .105), tensor Dual Action e marcadores de escala Dot. Cores: Metallic Black (MBK), Metallic Red (MR), Natural (NA) e Tobacco (TB).",926.0999999999999,"CATEGORIA: TALABARTE | MARCA: MICHAEL | MODELO: CONTRABAIXO ELÉTRICO MODERN BASS  4 CORDAS    BM514N | ESPECIFICACOES: MATERIAL: AÇO | DESCRICAO: Contrabaixo Modern Bass, corpo em Basswood, braço em Hard Maple, escala longa de 34”, 2 captadores Humbucker Soap Bar, circuito ativo, controles de volume, blender, booster e tone, trastes Extra Jumbo, tarravas blindadas cromadas, 4 cordas (Q.45 - .105), tensor Dual Action e marcadores de escala Dot. Cores: Metallic Black (MBK), Metallic Red (MR), Natural (NA) e Tobacco (TB).",TALABARTE
405,MICHAEL,TROMPETE LINHA ESSENCE - WTRM30N,"Trompete Afinação Bb (Si Bemol), diâmetro campana Ø124mm, calibre Ø 11.65mm, acabamento Laqueado, pistos em aço inoxidável, botões de digitação perolados, batentes externos em Feltro, batentes Internos de Feltro, dedeira na 1ª curva, anel Regulável na 3ª curva, 2 Válvulas esgotadoras de fluido (tipo chaves), bocal 7C. Acompanha Óleo Lubrificante, Luva, Flanela, Bocal 7C e case.",928.1999999999999,"CATEGORIA: OUTROS | MARCA: MICHAEL | MODELO: TROMPETE LINHA ESSENCE   WTRM30N | ESPECIFICACOES: DIMENSAO: 65 124 | MATERIAL: FELTRO AÇO | DESCRICAO: Trompete Afinação Bb (Si Bemol), diâmetro campana Ø124mm, calibre Ø 11.65mm, acabamento Laqueado, pistos em aço inoxidável, botões de digitação perolados, batentes externos em Feltro, batentes Internos de Feltro, dedeira na 1ª curva, anel Regulável na 3ª curva, 2 Válvulas esgotadoras de fluido (tipo chaves), bocal 7C. Acompanha Óleo Lubrificante, Luva, Flanela, Bocal 7C e case.",OUTROS
406,MICHAEL,CLARINETE LINHA ESSENCE - WCLM40N,"Clarinete, Afinação Bb (Si bemol) Apoio de polegar Regulável com anel porta-correia (talabarte), Matéria-prima Resina Bakelite, Acabamento 17 chaves prateadas, Campana Ø74mm, Junções do corpo, Cortiça natural, Acessórios: 2 barriletes, abraçadeira de metal, boquilha Michael, cobre boquilha, kit de limpeza e case.",934.4999999999999,"CATEGORIA: TALABARTE | MARCA: MICHAEL | MODELO: CLARINETE LINHA ESSENCE   WCLM40N | ESPECIFICACOES: DIMENSAO: 74 | DESCRICAO: Clarinete, Afinação Bb (Si bemol) Apoio de polegar Regulável com anel porta-correia (talabarte), Matéria-prima Resina Bakelite, Acabamento 17 chaves prateadas, Campana Ø74mm, Junções do corpo, Cortiça natural, Acessórios: 2 barriletes, abraçadeira de metal, boquilha Michael, cobre boquilha, kit de limpeza e case.",TALABARTE
407,MICHAEL,LINHA BOXWOOD SERIES - VAM106,"Viola 38 cm, Boxwood Series, acabamento em verniz translúcido avermelhado, filetes de madeira encrustada na borda, Tampo Spruce (Abeto) maciço, faixas e fundo em Maple maciço, cravelhas, queixeira, estandarte em Boxwood, espelho em Ébano, 4 microafinadores removíveis. Acessórios: Estojo térmico, breu e 1 arco de crina animal.",934.4999999999999,"CATEGORIA: PELE | MARCA: MICHAEL | MODELO: LINHA BOXWOOD SERIES   VAM106 | ESPECIFICACOES: MATERIAL: MADEIRA | PELE_TIPO: ANIMAL | DESCRICAO: Viola 38 cm, Boxwood Series, acabamento em verniz translúcido avermelhado, filetes de madeira encrustada na borda, Tampo Spruce (Abeto) maciço, faixas e fundo em Maple maciço, cravelhas, queixeira, estandarte em Boxwood, espelho em Ébano, 4 microafinadores removíveis. Acessórios: Estojo térmico, breu e 1 arco de crina animal.",PELE
408,MICHAEL,LINHA BOXWOOD SERIES - VAM146,"Viola 42 cm, Boxwood Series, acabamento em verniz translúcido avermelhado, filetes de madeira encrustada na borda, Tampo Spruce (Abeto) maciço, faixas e fundo em Maple maciço, cravelhas, queixeira, estandarte em Boxwood, espelho em Ébano, 4 microafinadores removíveis. Acessórios: Estojo térmico, breu e 1 arco de crina animal.",934.4999999999999,"CATEGORIA: PELE | MARCA: MICHAEL | MODELO: LINHA BOXWOOD SERIES   VAM146 | ESPECIFICACOES: MATERIAL: MADEIRA | PELE_TIPO: ANIMAL | DESCRICAO: Viola 42 cm, Boxwood Series, acabamento em verniz translúcido avermelhado, filetes de madeira encrustada na borda, Tampo Spruce (Abeto) maciço, faixas e fundo em Maple maciço, cravelhas, queixeira, estandarte em Boxwood, espelho em Ébano, 4 microafinadores removíveis. Acessórios: Estojo térmico, breu e 1 arco de crina animal.",PELE
409,MICHAEL,CLARINETE LINHA ESSENCE - WCLM52,"Clarinete, Afinação Bb (Si bemol), Apoio de polegar Regulável com anel porta-correia (talabarte), Matéria-prima Resina Bakelite, Acabamento 18 chaves prateadas. Campana Ø74mm, Junções do corpo, Cortiça natural, Acessórios: 2 barriletes, abraçadeira de metal, boquilha Michael, cobre boquilha, kit de limpeza e case. Pack Master com 5 unidades.",950.5999999999999,"CATEGORIA: TALABARTE | MARCA: MICHAEL | MODELO: CLARINETE LINHA ESSENCE   WCLM52 | ESPECIFICACOES: DIMENSAO: 74 | NUM_UNIDADES: 5 | DESCRICAO: Clarinete, Afinação Bb (Si bemol), Apoio de polegar Regulável com anel porta-correia (talabarte), Matéria-prima Resina Bakelite, Acabamento 18 chaves prateadas. Campana Ø74mm, Junções do corpo, Cortiça natural, Acessórios: 2 barriletes, abraçadeira de metal, boquilha Michael, cobre boquilha, kit de limpeza e case. Pack Master com 5 unidades.",TALABARTE
410,MICHAEL,LINHA ÉBANO SERIES - VAM140,"Viola 42 cm, Ébano Series, acabamento em verniz translúcido fosco, filetes de madeira encrustada na borda, Tampo Spruce (Abeto) maciço, faixas e fundo em Maple maciço, cravelhas, queixeira, estandarte em Ébano, espelho em Ébano, 4 microafinadores removíveis. Acessórios: Estojo térmico, breu e 1 arco de crina animal.",954.8,"CATEGORIA: PELE | MARCA: MICHAEL | MODELO: LINHA ÉBANO SERIES   VAM140 | ESPECIFICACOES: MATERIAL: MADEIRA | PELE_TIPO: ANIMAL | DESCRICAO: Viola 42 cm, Ébano Series, acabamento em verniz translúcido fosco, filetes de madeira encrustada na borda, Tampo Spruce (Abeto) maciço, faixas e fundo em Maple maciço, cravelhas, queixeira, estandarte em Ébano, espelho em Ébano, 4 microafinadores removíveis. Acessórios: Estojo térmico, breu e 1 arco de crina animal.",PELE
411,MICHAEL,Bumbo de Marcha - DBM2214,"Bumbo de marcha com colete, medida 22""x14"", com aço de metal, peles batedeira em poliester com espessura de 250 (micro), fuste em madeira, parafusos de afinação cromados presos a canoas metálicas com porcas cromadas internas, 08 parafusos de afinação, colete confeccionado com alumínio e várias regulagens de altura e inclinação. Bónus: Chave de afinação e 2 (duas) maçanetas de pelúcia. Opcional: Bag em nylon, com acolchoamento interno.",970.1999999999999,"CATEGORIA: BAQUETA | MARCA: MICHAEL | MODELO: BUMBO DE MARCHA   DBM2214 | ESPECIFICACOES: POLEGADAS: 22 14 | MATERIAL: MADEIRA NYLON AÇO | DESCRICAO: Bumbo de marcha com colete, medida 22""x14"", com aço de metal, peles batedeira em poliester com espessura de 250 (micro), fuste em madeira, parafusos de afinação cromados presos a canoas metálicas com porcas cromadas internas, 08 parafusos de afinação, colete confeccionado com alumínio e várias regulagens de altura e inclinação. Bónus: Chave de afinação e 2 (duas) maçanetas de pelúcia. Opcional: Bag em nylon, com acolchoamento interno.",BAQUETA
412,MICHAEL,CONTRABAIXO ELÉTRICO JAZZ BASS (4 CORDAS) - BM675N,"Contrabaixo Jazz Bass Vintage, corpo em Basswood, braço em Hard Maple, tarravas cromadas. Jazz Bass, sistema de captação passivo, 2 captadores Single Coil com Pickup Cover, 4 cordas, 2 controles de volume e 1tone, 20 trastes Extra Jumbo, tensor Dual Action, marcadores de escala tipo Square Block madrugância (Sik e BT) e preto (BK) e filetes ABS. Cores: Black (BK), Black Tortoise (BT) e Sunburst Black (SK).",979.3,"CATEGORIA: OUTROS | MARCA: MICHAEL | MODELO: CONTRABAIXO ELÉTRICO JAZZ BASS  4 CORDAS    BM675N | ESPECIFICACOES: COR: PRETO | MATERIAL: AÇO | RECURSOS: BLUETOOTH | DESCRICAO: Contrabaixo Jazz Bass Vintage, corpo em Basswood, braço em Hard Maple, tarravas cromadas. Jazz Bass, sistema de captação passivo, 2 captadores Single Coil com Pickup Cover, 4 cordas, 2 controles de volume e 1tone, 20 trastes Extra Jumbo, tensor Dual Action, marcadores de escala tipo Square Block madrugância (Sik e BT) e preto (BK) e filetes ABS. Cores: Black (BK), Black Tortoise (BT) e Sunburst Black (SK).",OUTROS
413,MICHAEL,MÓDULO LANÇAMENTO - DMXMD03,"Módulo Stage,448 vozes, 81 vozes de polifonia, 20 presets de fábrica e 20 de usuários (personalizáveis), 40 canções, Drum On/Off e acompanhamento On/Off; equalzador de 4 bandas com controle em tempo real, Metrônomo, Efeitos de Reverb, Compressor, Equalizer com processador Profissional DSP, modo play, desligamento automático, ajustes avançados diáforia (crosstalk), dinâmica de velocidade, decaimento de sinal, curva de velocidade, ajuste de sensibilidade do ano e pedal, envio de notas, MIDI, espaço para gravação 15 músicas, Auxiliares: Fone de Ouvido PIO, Saída Stereo PIO / Line Out PIO, Entrada de áudio PIO / Line In PIO, USB Interface / Midi, Entrada extra PIO para expansão de Pad, Entrada extra PIO para expansão de Prato. Pack Master 1 unidade.",1000.3,"CATEGORIA: TALABARTE | MARCA: MICHAEL | MODELO: MÓDULO LANÇAMENTO   DMXMD03 | ESPECIFICACOES: MATERIAL: AÇO | USB: USB | RECURSOS: USB | DESCRICAO: Módulo Stage,448 vozes, 81 vozes de polifonia, 20 presets de fábrica e 20 de usuários (personalizáveis), 40 canções, Drum On/Off e acompanhamento On/Off; equalzador de 4 bandas com controle em tempo real, Metrônomo, Efeitos de Reverb, Compressor, Equalizer com processador Profissional DSP, modo play, desligamento automático, ajustes avançados diáforia (crosstalk), dinâmica de velocidade, decaimento de sinal, curva de velocidade, ajuste de sensibilidade do ano e pedal, envio de notas, MIDI, espaço para gravação 15 músicas, Auxiliares: Fone de Ouvido PIO, Saída Stereo PIO / Line Out PIO, Entrada de áudio PIO / Line In PIO, USB Interface / Midi, Entrada extra PIO para expansão de Pad, Entrada extra PIO para expansão de Prato. Pack Master 1 unidade.",TALABARTE
