,Marca,Modelo,Descrição,Valor
569,ONEAL,OSA-602-BR,Suporte de caixa acustica para Q.B-602 . Cor Branca. Preço unitário. Entalagem com 2 peças. (NOM 7365.90.90),239.0
570,ONEAL,OSA-602-PT,Suporte de caixa acustica para Q.B-602 . Cor preto . Preço unitário. Entalagem com 2 peças. (NOM 7365.90.90),239.0
571,ONEAL,OSA-1202.TP-BR,SUPORTE VERTICAL OS/1202.S-BR - LINE CLB,311.0
572,ONEAL,OSA-1202.TP-PT,SUPORTE VERTICAL OS/1202.S-PT - LINE CLB,311.0
573,ONEAL,OAC-801-E10,PAINEL DE ENERGIA 8 TOMADAS + 1 FRONTAL,393.0
574,ONEAL,QD-200N,PROCESSODE DE EFETID DELAY REGULAR,417.0
575,ONEAL,QSP-2N,Processador de Sub Graves o/corte Paramétrico de 82 Hz at83 Hz,463.0
576,ONEAL,CB-204V-BR," Oc.Passiva 60W/R6 (A.F 40V + Tweetor Mylar 20W), impedência 8 Gms, 2 Vias c/ 1 A.F. 4"" e Tweetor , Cor Branco.Resposta de Frequencia 100Hz a 17 Krz. Acomparta suporte de fixação. Entalagem e Preço unidade.",464.0
577,ONEAL,CB-204V-PT," Oc.Passiva 60W/R6 (A.F 40V + Tweetor Mylar 20W), impedência 8 Gms, 2 Vias c/ 1 A.F. 4"" e Tweetor , Cor Preta.Resposta de Frequencia 100Hz a 17 Krz. Acomparta suporte de fixação. Entalagem e Preço unidade.",464.0
578,ONEAL,OSA-605-BR,Suporte para caixas acústicas (RB-2600 X e QFB-3600 X.. Cor Branca. Preço unitário. Entalagem com 2 peças. (NOM 7365.90.90),464.0
579,ONEAL,OSA-605-GR,Suporte para caixas acústicas (RB-2600 X e QFB-3600 X.. Cor Preta. Preço unitário. Entalagem com 2 peças. (NOM 7365.90.90),464.0
580,ONEAL,CB-230K-BR," Oc.Passiva 100W/R6 (A.F 80V + driver 20W), impedência 8 Gms, 2 A.F. 4"" e driver , Cor Branco. Resposta de Frequencia 100Hz a 18 Krz. Acomparta suporte de fixação. Entalagem com duas peças e Preço por unidade.",498.0
581,ONEAL,CB-230K-MR," Oc.Passiva 100W/R6 (A.F 80V + driver 20W), impedência 8 Gms, 2 A.F. 4"" e driver , Cor marrom. Resposta de Frequencia 100Hz a 18 Krz. Acomparta suporte de fixação. Entalagem com duas peças e Preço por unidade.",498.0
582,ONEAL,CB-230K-PT," Oc.Passiva 100W/R6 (A.F 80V + driver 20W), impedência 8 Gms, 2 A.F. 4"" e driver , Cor preta. Resposta de Frequencia 100Hz a 18 Krz. Acomparta suporte de fixação. Entalagem com duas peças e Preço por unidade.",498.0
583,ONEAL,OSA-404K-BR,Suporte para caixa QFB-404 X. Preço par. Entagem com 2 unidades. Cor Branca. (NOM 7365.90.90),504.0
584,ONEAL,OSA-404K-GR,Suporte para caixa QFB-404 X. Preço par. Entagem com 2 unidades. Cor Preto. (NOM 7365.90.90),504.0
585,ONEAL,OAC-801D-E10, PAINEL DE ENERGIA 8 TOM+1 FRONTAL-DISPLAY DIGITAL,535.0
586,ONEAL,CB-304V-BR," Oc.Passiva 60W/R6 (A.F 60V + Tweetor Mylar 20W), impedência 8 Gms, 2 Vias c/ 1 A.F. 6"" e Tweetor , Cor Branco.Resposta de Frequencia 80Hz a 17Krz. Acomparta suporte de fixação. Entalagem e Preço unidade.",563.0
587,ONEAL,CB-304V-PT," Oc.Passiva 60W/R6 (A.F 60V + Tweetor Mylar 20W), impedência 8 Gms, 2 Vias c/ 1 A.F. 6"" e Tweetor , Cor Preta. Resposta de Frequencia 80Hz a 17Krz. Acomparta suporte de fixação. Entalagem e Preço unidade.",563.0
588,ONEAL,QKS-212,PANEL DE CONEXÃO DE ÁCIDO - CaixaS212,702.0
589,ONEAL,OIP-G005,"Cabeçote setorizador com 6 carais, painel frontal: Controles de volume individuais das saídas 1 à 6 com teclas individuais de seleção para entradas e saídas; Possui no seu painel traseiro: Grave seletora de voltagem 120/220V; Grave LiTrt GND; porta fusível; entradas e saídas individuais RA carais 1 à 6 (paralelas) ; Tensão de rede 120/220V.",731.0
590,ONEAL,QSL - 2002-BR," Suporte de caixa Q.A-2000/Q.A-2000 para fixação vertical. em parede (NOM 7369,90,90)",774.0
591,ONEAL,OIP-G008,"Cabeçote setorizador com 8 carais, painel frontal: Controles de volume individuais das saídas 1 à 8 com teclas individuais de seleção para entradas e saídas; Possui no seu painel traseiro: Grave seletora de voltagem 120/220V; Grave LiTrt GND; porta fusível; entradas e saídas individuais RA carais 1 à 8 (paralelas) ; Tensão de rede 120/220V.",846.0
592,ONEAL,OAK-4,"Mixer com 5 Inputs, 4 canais (MIC PIO)+ Aux. ROA LB,Turbo Load/ 110/220 e 12kdc",867.0
593,ONEAL,CB-404V-PT," Oc.Passiva 160W/R6 (A.F 120V + Tweetor Mylar 30W), impedência 8 Gms, 2 Vias c/ 1 A.F. 8"" e Tweetor , Cor Preta .Resposta de Frequencia 65Hz a 17Krz. Acomparta suporte de fixação. Entalagem e Preço unidade.",877.0
594,ONEAL,Q.I-2003E,"Cabeçote Analiticado com 60 W ms, cm 1 entrada para microfone com controle de volume intubidatais; controle de volume para entrada auxiliar RCA GJ/CaixaU/R3/WM Player com radio RM; entrada USB E ORF/Q SD,BLJETODH, Controles de graves, médios e açubes; Controle Renoto. Painel traseiro com entrada auxiliar RCA GJ/CaixaU/R3; torres para conexão das caixas e antena RM. Grave seletora 120/220V.",877.0
595,ONEAL,OB-408V-BR,"CaixaPassiva 150W/RMS (A.F 120W + Tweeter Mylar 30W), impedância 8 Ohms, 2 Vias c/ 1 A.F. 8"" e Tweeter , Cor Branco.Resposta de Frequencia 55HZ a 17Khz. Acompanha suporte de fixação. Embalagem e Preço unidade.",877.0
596,ONEAL,QKC-MPS-EIO,PANEL DE ENERGIA 8 TOMM FRONTAL-DISPLAY DIGITAL USB/SD/RM,878.0
597,ONEAL,OIP-G009,"Cabeçote setorizador, painel frontal: MPS/MPA Player com rádio RM e porta LBB Leib, entrada para cartão SD, Bluetooth com controle de volume e Grave Ligq/Desligq (cn/vGri); 2 entradas para microripe (Mio) XLR Fenda com controles de volume individuais e uma entrada de Litria PIO 1/4’’ com controle de volume; Tecla para seleção de fonte de sinal MPS/LRE/MIC; Possui no seu painel traseiro: Grave seletora de voltagem 120/220V; Grave LiTrt GND; porta fusível; entrada/saída MIC RA ; torna para correção de antena RM. Tensão de rede 120/220V.",919.0
598,ONEAL,Q03-SO-DS,"Amplificador para Guitarra, 20 Watts Rns / 1 Alto Falante de 6"" / Tecla de Seleção Clean/Drive / Controle de Graves, Presence e Açutos / Controle de Garbo / Entrada Para Guitarra PIO 1/4"" / Seletor de Teresão de Rede 120/220V",933.0
599,ONEAL,Q03-SO-MR,"Amplificador para Guitarra, 1 AF 6"", 20WMS, 5D 3Vias graves ,medio e açuto, Tecla Efeito (Clean/OvertLive), Controle de garbo, Entrada para guitarra P/10, Grave seletora teresão de rede 110/220, Disponível na cor Marrom. NDI 6S18.21.OO",964.0
600,ONEAL,Q03-SO-CR,"Amplificador para Guitarra, 1 AF 6"", 20WMS, 5D 3Vias graves ,medio e açuto, Tecla Efeito (Clean/OvertLive), Controle de garbo, Entrada para guitarra P/10, Grave seletora teresão de rede 110/220, Disponível na cor Preta. NDI 6S18.21.OO",964.0
601,ONEAL,Q.I-2003E-FF,"Cabeçote Analiticado com 60 W ms, cm 1 entrada para microfone com controle de volume intubidatais; tecla REG; controle de volume para entrada auxiliar RCA GJ/CaixaU/R3/WM Player com radio RM e RCF; entrada USB E ORF/Q SD , Controles de graves, médios e açubes; Controle Renoto. Painel traseiro com entrada auxiliar RCA GJ/CaixaU/R3; torres para conexão das caixas e antena RM. Grave seletora 120/220V.",964.0
602,ONEAL,QM-2308.,"Caixa Arquifricada AF 8"" 110W/ms, BD 2 vias, 2 entr. MIC(P 10) e LNE (P 10) com controle de volume individualis, Controle de efeito EDO, 1 entr. AudiLian RO. d.pilo,Entr. MB player com radio FM, Entr. USB e BLIEIQOH, controle remoto para Mp 3 player, radio FM, USB e BLIEIQOH, entrada para bateria externa, tecla Smart Atenack™ (gando pressionada, ao falar ao microfone, serão atenuados o sinal das outras entradas (USR/MI/AK) dando prioridade ao auxílio do microfone), voltargom 110/220.",990.0
603,ONEAL,QM-2305.,"Caixa Arquifricada AF 6"" 100W/ms, BD 2 vias, 2 entr. MIC(P 10) e LNE (P 10) com controle de volume individualis, Controle de efeito EDO, 1 entr. AudiLian RO. d.pilo,Entr. MB player com radio FM, Entr. USB e BLIEIQOH, controle remoto para Mp 3 player, radio FM, USB e BLIEIQOH, entrada para bateria externa, tecla Smart Atenack™ (gando pressionada, ao falar ao microfone, serão atenuados o sinal das outras entradas (USR/MI/AK) dando prioridade ao auxílio do microfone), voltargom 110/220.",997.0
604,ONEAL,OIP-G012,"Cabeçote setorizador com 12 carais, painel frontal: Controles de volume individuais das saídas 1 à 12 com teclas individuais de seleção para entradas e saídas; Possui no seu painel traseiro: Grave seletora de voltagem 120/220V; Grave LiTrt GND; porta fusível; entradas e saídas individuais RA carais 1 à 12 (paralelas) ; Tensão de rede 120/220V.",1003.0
605,ONEAL,CRM-1310X-BR," Mnuto Passivo 2 Vias of A F 10"" + driver , Entrada/Saída com Jack PIO, AL/96 PAPA TRANSFORE. Gabinete de medida com pintura resinada e Tela de metal X, Ideal para utilizar com CRM 1310 X. (SPL MW CONTINUO 115,0B PICO 121,0B )",1012.0
606,ONEAL,OCM-4006,"100W, 1 Alto Falante de 6” , Controle de Volume Master USB/FM/Auxiliar , Controle de Volume de Microfone, Line e Echo Independentes Entrada de Microfone P10 1/4 e Entrada de Linha P10 1/4, Entrada Auxiliar RCA LR, Entrada USB/Bluetooth, Controle de Agudo e Grave (High/Low), Efeito de Voz Nos Microfones, Tecla USB/FM/ AUX Smart Attenuator , Display LED , Controle Remoto, Entrada de Alimentação de Corrente Contínua 12V, Fonte de Tensão Automática AC 100 a 240 volts, Consumo Máximo 113W, Alça Para Transporte Dimensões (Altura x Largura x Profundidade) 330x280x180mm, Peso 4,7Kg",1014.0
607,ONEAL,CP-750,Apliificador - 100 Watts fins 4 Gms 1 Canal SCP (Semistilidade Entrada 165 nA),1043.0
608,ONEAL,OAK-40,"Mixer com 10 Inputs, 4 canais (MIC PIO)+ Aux.ROA LB, 2 AusFRL e Mon. / Turbo Load",1045.0
609,ONEAL,QM-2910.,Mesma característica da QM-2308 com o adicional da bateria interna 12v com Led indicativo de bateria e de bateria carregada.,1064.0
610,ONEAL,Q.I-2003E-BT-FF,Mesmo característicos do Q.I-2003 SL com adicional do sistema de conexão Bluetooth,1065.0
611,ONEAL,OCM-4008,"110W, 1 Alto Falante de 8” , Controle de Volume Master USB/FM/Auxiliar , Controle de Volume de Microfone, Line e Echo Independentes Entrada de Microfone P10 1/4 e Entrada de Linha P10 1/4, Entrada Auxiliar RCA LR, Entrada USB/Bluetooth, Controle de Agudo e Grave (High/Low), Efeito de Voz Nos Microfones, Tecla USB/FM/ AUX Smart Attenuator , Display LED , Controle Remoto, Entrada de Alimentação de Corrente Contínua 12V, Fonte de Tensão Automática AC 100 a 240 volts, Consumo Máximo 124W, Alça Para Transporte, Dimensões (Altura x Largura x Profundidade) 350x290x180mm, Peso 4,9Kg",1067.0
612,ONEAL,OAK-41,"Mixer com 10 Inputs, 4 canais (MIC PIO)+ Aux ROA LB, 2 AusFRL e Mon. / Turbo Load 110-220 et2kdc",1103.0
613,ONEAL,QEE-1020N,Equalizador Gráfico 10 Bands Stéreo 12 Db,1110.0
614,ONEAL,CRM-1312X-BR," Mnuto Passivo 2 Vias of A F 12"" + driver , Entrada/Saída com Jack PIO, AL/96 PAPA TRANSFORE. Gabinete de medida com pintura resinada e Tela de metal X, Ideal para utilizar com CRM 1312 X. (SPL MW CONTINUO 116,0B PICO 122,0B )",1114.0
615,ONEAL,OCM-4010,"120W, 1 Alto Falante de 10” , Controle de Volume Master USB/FM/Auxiliar , Controle de Volume de Microfone, Line e Echo Independentes, Entrada de Microfone P10 1/4 e Entrada de Linha P10 1/4, Entrada Auxiliar RCA LR, Entrada USB/Bluetooth, Controle de Agudo e Grave (High/Low), Efeito de Voz Nos Microfones, Tecla USB/FM/ AUX Smart Attenuator , Display LED , Controle Remoto, Entrada de Alimentação de Corrente Contínua 12V, Fonte de Tensão Automática AC 100 a 240 volts, Consumo Máximo 135W, Alça Para Transporte Dimensões (Altura x Largura x Profundidade) 410x330x180mm, Peso 5,9Kg",1157.0
616,ONEAL,Q.I-4000,"Cabeçote Analiticado com 150W ms, cm 1 entrada para microfone com controle de volume intubidatais; tecla REG; controle de volume para entrada auxiliar RCA GJ/CaixaU/R3/WM Player com radio RM e RCF; entrada USB E ORF/Q SD , Controles de graves, médios e açubes; Controle de volume da salda (L/R), LED indicador de clip, Controle Renoto. Painel traseiro com entrada auxiliar RCA GJ/CaixaU/R3; torres para conexão das caixas e torre p conexão de antena RM. Grave seletora 120/220V.",1160.0
617,ONEAL,COM-400BB-PT,"110V, 1 Alto Falante de 8"", Controle de Volume Mester USB/RM/Auxiliar "", Controle de Volume de Microfone, Line e Echo Independente Entrada de Microfone PIO 1/4 e Entrada de Lirha PIO 1/4, Entrada Auxiliar ROA LB, Entrada LGB/Bluetooth, Controle de Ação e Grave (High/Low), Efeito de Voz Nos Microfones, Tecla USB/RM AIX Smart - Attenautor , Display LED , Controle Remoto, Bateria Interna 12 voltss Entrada de Alimentação de Corrente Contrina 12V, Fonte de Teresão Automática AC 100 a 240 voltss, Consuno Máximo 124V Alça Para Transporte, Dimensões (Altura x Largura x Profundidade) 3Dx2SDx16mm, Peso 4,9kg",1183.0
618,ONEAL,OCM-4008B,"110W, 1 Alto Falante de 8” , Controle de Volume Master USB/FM/Auxiliar , Controle de Volume de Microfone, Line e Echo Independentes Entrada de Microfone P10 1/4 e Entrada de Linha P10 1/4, Entrada Auxiliar RCA LR, Entrada USB/Bluetooth, Controle de Agudo e Grave (High/Low), Efeito de Voz Nos Microfones, Tecla USB/FM/ AUX Smart Attenuator , Display LED , Controle Remoto, Bateria Interna 12 volts Entrada de Alimentação de Corrente Contínua 12V, Fonte de Tensão Automática AC 100 a 240 volts, Consumo Máximo 124W Alça Para Transporte, Dimensões (Altura x Largura x Profundidade) 350x290x180mm, Peso 4,9Kg",1183.0
619,ONEAL,CB-131GR-BR, EXX PASSINE LIME,1200.0
620,ONEAL,OB-510-BR," CaixaPassiva 150/RMS (A.F 120W + Driver 30W), impedância 8 Ohms, 2 Vias c/ 1 A.F. 12"" e Driver Titanium , Cor Branco. Resposta de Frequencia 50Hz a 17Khz. Embalagem e Preço unidade.",1202.0
621,ONEAL,OB-510-PT," CaixaPassiva 150/RMS (A.F 120W + Driver 30W), impedância 8 Ohms, 2 Vias c/ 1 A.F. 12"" e Driver Titanium , Cor Preta. Resposta de Frequencia 50Hz a 17Khz. Embalagem e Preço unidade.",1202.0
622,ONEAL,QSL - 2001-BR," Suporte de caixa Q.A-2000/Q.A-2000 para fixação horizontal. em pedestais (NOM 7369,90,90)",1226.0
623,ONEAL,QM-2908.,Mesma característica da QM-2908 com o adicional da bateria interna 12v com Led indicativo de bateria e de bateria carregada.,1227.0
624,ONEAL,QCB-205-DS,"Odo Amplificador para Contra-Baixo, 20 Wms / 1 Alto Falante de 6"" / Controle de Volume Ilustre / 1 Entrada Para Baixo Passivo (PIO 1j) / 1 Entrada Para Baixo Ativo (PIO 1j) / Controle de Garbo de Entrada (Gain) / Controle de Médio (Mid) / Controle de Açutos (Treble) / Saída de Lirira (PIO 1j) Com Tecla Fife EQ/RCSF ED Saída Para Foras de Quxido Moto Estudante Que Automatizamento Desligem os Alto Falantes / Teresão de Rede120/220V",1232.0
625,ONEAL,CB-400K-MR, EXX PASSINE LIME FRORMA MUSICAL,1247.0
626,ONEAL,Q.I-5000,MIXER AFLIFICADO SIRERO 150 W  USB/SD/HIV/REG/BT.,1255.0
627,ONEAL,QCB-205X,"Odo Apilificador para Contra-Baixo, AF 6"", 20 W/RAS, 02 Entradas P-10( Atixo/Passivo) , Controle de Garbo de Entrada, Controle de graves (Bass), Controle de médio (Mid), Controle de agutos (Treble), Controle de Volume(Mester ) , Entrada auxiliar jack 3,5mm P2, saída para piores jack 3,5mm P2, chave liga/desliga com laci indicador de aparelho ligado. Chave seletora de voltagem, porta fissível, . NOM 8518.21.00",1255.0
628,ONEAL,QBS-310,"Caixa acustica com 200 Watts Rins / dB SPL MIX. Contrino/Picot* 113GB / 118GB / Resposta de Fregiência (SDIz a GKrc) / 1 Alto Falante de 10"" / Entradas P10 1/4"" Paralelas",1257.0
629,ONEAL,003-100-DS,"Aplicificador para Guitarra, 30 Watts Rhs / 1 Alto Falante de 8"" / Tecla de Seleção Clean/Drive / Controlo de Graves, Presence e Aguões / Controlo de Garbo / Controle de Garbo de Overtrive / Tecla Bright / Entrada Para Guitarra PIO 1/4"" / Saída Para Fones de Quxido Modo Estudante Que Admonizamento Desliga os Alto Falantes / Entrada Abdilar-RQA (L_RI) Con controlo de Volume / Tomata Abdilar-AC / Saída de Lirira / Seletor de Tensão de Rede 120/220V",1265.0
630,ONEAL,OCM-4006B,"100W, 1 Alto Falante de 6” ,l Controle de Volume Master USB/FM/Auxiliar , Controle de Volume de Microfone, Line e Echo Independentes, Entrada de Microfone P10 1/4 e Entrada de Linha P10 1/4, Entrada Auxiliar RCA LR, Entrada USB/Bluetooth, Controle de Agudo e Grave (High/Low), Efeito de Voz Nos Microfones, Tecla USB/FM/ AUX Smart Attenuator , Display LED , Controle Remoto, Bateria Interna 12 volts Entrada de Alimentação de Corrente Contínua 12V, Fonte de Tensão Automática AC 100 a 240 volts, Consumo Máximo 113W Alça Para Transporte, Dimensões (Altura x Largura x Profundidade) 330x280x180mm, Peso 4,7Kg",1307.0
631,ONEAL,QBS-312,"Caixa acustica com 200 Watts Rins / dB SPL MIX. Contrino/Picot* 115GB / 121GB / Resposta de Fregiência (48Hz a GKrc) / 1 Alto Falante de 12"" / Entradas P10 1/4"" Paralelas",1331.0
632,ONEAL,Q03-100-CR,"Amplificador para Guitarra, 1 AF 6"", 30WMS,5D 3Vias c/ Presence, Volume Ilustre, Tecla Brigirt, Tecla Efeitto (Clean/OvertLive) Ent.Aix. Lg c/ Contr. De Volume p/ CD/Tepo/DOMR3/AM, Saída para Fora de Quxido, Saída de Lirira,Saída Avc. De Energia. Disponível na cor Preta. NDI 6S18.21.OO",1335.0
633,ONEAL,003-100N-MR,"Aplicificador para Guitarra, 1 AF 8"", 30W/RS,50 3Vias c/ Presence, Volume Master, Tecla Bright, Tecla Efeito (Clean/Overtrive) Ent.Aix. LB c/ Contr. De Volume p/ CD/Tapo/DD/AR9/AP4, Saída para Fone de Quxido, Saída de Lirira, Saída Aix. De Energia. Disponível na cor Marrom. NDI 6618.21.00",1335.0
634,ONEAL,QM-2910B.,Mesma característica da QM-2910 com o adicional da bateria interna 12v com Led indicativo de bateria e de bateria carregada.,1351.0
635,ONEAL,OAK-6,"Mixer com 14 Inputs, 6 canais + Aux ROA LB c/ : 2 AusFRL e Monitor Ind. p/ canal/Turbo Load",1377.0
636,ONEAL,OPB-408A-BR," Caixa ativa c/ 2 vias. 1 A.F. de 8´ + Tweeter, c/ 2 entradas paralelas Line(P 10), função limiter (CLP - Clip Limiter Protection), Chave seletora 120V/220V, Tela de metal, Suporte para pedestal e parede. Cor branca. (SPL MAX CONTINUO Campo Livre 105dB / SPL MAX PICO Plano Terra 123dB). (NCM 8518.22.00)",1399.0
637,ONEAL,OPB-408A-PT," Caixa ativa c/ 2 vias. 1 A.F. de 8´ + Tweeter, c/ 2 entradas paralelas Line(P 10), função limiter (CLP - Clip Limiter Protection), Chave seletora 120V/220V, Tela de metal, Suporte para pedestal e parede. Cor preta. (SPL MAX CONTINUO Campo Livre 105dB / SPL MAX PICO Plano Terra 123dB). (NCM 8518.22.00)",1399.0
638,ONEAL,QCB-208-DS,"Odo Amplificador para Contra-Baixo, 30 Wms / 1 Alto Falante de 8"" / Controle de Volume Ilustre / 1 Entrada Para Baixo Passivo (PIO 1j) / 1 Entrada Para Baixo Ativo (PIO 1j) / Controle de Garbo de Entrada (Gain) / Controle de Médio (Mid) / Controle de Açutos (Treble) / Saída de Lirira (PIO 1j) Com Tecla Fife EQ/RCSF ED Saída Para Foras de Quxido Moto Estudante Que Automatizamento Desligem os Alto Falantes / Teresão de Rede120/220V",1410.0
639,ONEAL,QCB-306-DS,"Odo Amplificador para Contra-Baixo, 30 Wms / 1 Alto Falante de 6"" / Controle de Volume Ilustre / 1 Entrada Para Baixo Passivo (PIO 1j) / 1 Entrada Para Baixo Ativo (PIO 1j) / Controle de Garbo de Entrada (Gain) / Controle de Médio (Mid) / Controle de Açutos (Treble) / Saída de Lirira (PIO 1j) Com Tecla Fife EQ/RCSF ED Saída Para Foras de Quxido Moto Estudante Que Automatizamento Desligem os Alto Falantes / Teresão de Rede120/220V",1446.0
640,ONEAL,OCM-4010B,"120W, 1 Alto Falante de 10” , Controle de Volume Master USB/FM/Auxiliar , Controle de Volume de Microfone, Line e Echo Independentes, Entrada de Microfone P10 1/4 e Entrada de Linha P10 1/4, Entrada Auxiliar RCA LR, Entrada USB/Bluetooth, Controle de Agudo e Grave (High/Low), Efeito de Voz Nos Microfones, Tecla USB/FM/ AUX Smart Attenuator , Display LED , Controle Remoto, Bateria Interna 12 volts Entrada de Alimentação de Corrente Contínua 12V, Fonte de Tensão Automática AC 100 a 240 volts, Consumo Máximo 135W Alça Para Transporte, Dimensões (Altura x Largura x Profundidade) 410x330x180mm, Peso 5,9Kg",1453.0
641,ONEAL,CRM-1315X-BR," Mnuto Passivo 2 Vias of A F 15"" + driver , Entrada/Saída com Jack PIO, AL/96 PAPA TRANSFORE. Gabinete de medida com pintura resinada e Tela de metal X, Ideal para utilizar com CRM 1315 X. (SPL MW CONTINUO 117,0B PICO 123,0B )",1474.0
642,ONEAL,QEE-1520N-X,Equalizador Gráfico 15 Bands Stéreo 12 Db. Bal. c/ XLR,1475.0
643,ONEAL,OIX-G006,"Cabeçote setorizador amplificado com 210 W com 6 carais, painel frontal: Controles de volume individuais das saídas 1 à 6 com teclas individuais de seleção para entradas/saídas. Possui no seu painel traseiro: Grave seletora de voltagem 120/220V; Grave LiTrt GND; porta fusível; entradas e saídas individuais RA carais 1 à 6; Saidas amplificadas carais 1 à 6 com torneos de pressão; Tensão de rede 120/220V.",1478.0
644,ONEAL,COM-401CB-PT,"120V, 1 Alto Falante de 10"", Controle de Volume Mester USB/RM/Auxiliar "", Controle de Volume de Microfone, Line e Echo Independentes, Entrada de Microfone PIO 1/4 e Entrada de Lirha PIO 1/4, Entrada Auxiliar ROA LB, Entrada USB/Bluetooth, Controle de Ação e Grave (High/Low), Efeito de Voz Nos Microfones, Tecla USB/RM/ AIX Smart - Attenautor , Display LED , Controle Remoto, Bateria Interna 12 voltss Entrada de Alimentação de Corrente Contrina 12V, Fonte de Teresão Automática AC 100 a 240 voltss, Consuno Máximo 125V Alça Para Transporte, Dimensões (Altura x Largura x Profundidade) 4Dx63Dx16mm, Peso 5,9kg",1483.0
645,ONEAL,OAK-8,"Mixer com 18 Inputs, 8 canais + Aux ROA LB d/ : 2 AusFRL e Monitor Ind. p/ canal/Turbo Load",1483.0
646,ONEAL,OB-1460X-BR," Caixa Passiva 2 Vias, c 01 A.F 10"" + Driver TI , Conector Speakon/P10, (SPL MAX CONTINUO Campo Livre 111bB / SPL MAX PICO Plano Terra 129dB).",1486.0
647,ONEAL,QCB-306X,"Odo Apilificador para Contra-Baixo, AF 9"", 30 W/RAS, 02 Entradas P-10( Atixo/Passivo) , Controle de Garbo de Entrada, Controle de graves (Bass), Controle de médio (Mid), Controle de agutos (Treble), Controle de Volume(Mester ) , Entrada auxiliar jack 3,5mm P2, saída para piores jack 3,5mm P2, chave liga/desliga com laci indicador de aparelho ligado. Chave seletora de voltagem, porta fissível, . NOM 8518.21.00",1505.0
648,ONEAL,OB-435X-BR," Caixa Passiva 2 Vias , c 01 A.F 10"" + Driver TI , Conector Speakon/P10 . (SPL MAX CONTINUO Campo Livre 113,5bB / SPL MAX PICO Plano Terra 131,5dB).",1541.0
649,ONEAL,Q03-100F-CR,"Amplificador para Guitarra, 1 AF 6"", 30WMS,5D 3Vias c/ Presence, Volume Ilustre, Tecla Brigirt, Tecla Efeitto (Clean/OvertLive) com Entrada P-10 p/ Foot Switch, Ent.Aix. Lg c/ Contr. De Volume p/ CD/Tepo/DOMR3/AM, Saída para Fora de Quxido, Saída de Lirira, Saída Avc. De Energia. Ent/Saída (Serd/Return p/ DSP) Disponível na cor Preta . Acangrafa Pedal Foot Switch. NDI 6S18.21.OO",1550.0
